date,quarter,title,pros,cons,category
15-Sep-17,7,"Terrible, Terrible, TERRIBLE","Lots of work, challenging projects. Some good people here","Extremely low pay. Engineers are leaving in droves and Senior management isn't doing anything about it. They've been saying ""we're working on it"" for over a year now. They have a ridiculous overtime policy, you have to work an extra 5 hours per week for FREE before you even start to earn overtime, then it's just straight pay. Annual raises don't keep up with inflation or medical increases. Even with a promotion you are still slowly loosing money by working here. Last year I only got 2.6 percent. Just got a promotion and it was only 2% increase, but I'm managing nearly 30 projects!We are all overworked too. Many good engineers are leaving and we have to keep taking on extra work loads. Meanwhile they can't get new people in because they wont offer enough to attract anyone good.",
15-Sep-17,7,no work life balance,Stock is up- Wall Street approves good products,There is no life/work balance in management and not enough resources to produce high quality solutions in strategy and operations,
16-Sep-17,7,Not a good place to work,- Flexible (depending on team and boss).- No pressure to do any overtime.- Coworkers are helpful- Low stress for most part,- No chance for career advancement. Getting promoted is almost impossible no matter what your ratings are.- End of the year ratings are meaningless. Extremely difficult to move up without leaving your team and very political. It's not what you know but wh,
16-Sep-17,7,Sales Director,Big Company lots of room for growth,Lots of change going on.,
17-Sep-17,7,Note to the TOP,Wound still way too fresh to say anything right now. So none I can currently come up with. Maybe new CEO will have fresher ideas,"No employee loyalty. Confidence between management and employees suffering. Too many ""favorites"". Alot of overseas contracting of American jobs. .",
18-Sep-17,7,My experience has been mostly positive,-Great work/life balance-9/80 work week-flexible schedule-opportunities for growth,NA,
18-Sep-17,7,Great experience,"Challenging work, 401K, a lot of opportunities.",Difficult to balance work and life.,
18-Sep-17,7,moving to Mexico,Honeywell was a great company many years ago,Honeywell is moving to Mexico and letting the employees go,
19-Sep-17,7,Instrument/Electronic Technician,Fair Pay/Good Benefits. Challenging work!,"Dirty Industrial environment, Physically-demanding job",
19-Sep-17,7,One of the worst Aero companies to work for,Not sure there are many left. There is some exceptional talent left to learn from.,"HR and business people run the company. They do not care about technical excellence just cutting costs and making the stock go up at the expense of a future. Minimal raises, benefits cut year after year, 5 layoffs in 2 1/2 years, furloughs, management changed to people that do not understand the business, or reasons for past failures. Extremely poor work-life balance. One of the poorest customer satisfactions rating in Aerospace.",
20-Sep-17,7,Engineer,Good experience working on MIssile/Satelite navigation systems,The aerospace /satellite business is in a down turn. No job security.,
20-Sep-17,7,More focus on the employees needed,Corporate structureHoneywell is well known a good brand,Health care benefitsTakes a long time to get promoted unless stars align in your favor,
22-Sep-17,7,Internship,Wonderful experience. Got to learn to learn a lot. Great people around to work with.,No Cons. Enjoyed the experience,
22-Sep-17,7,Great technology and huge market but too big and dispersed and poor execution!,1. Great technology and experience to gain from2. Flexibility,1. Too many hours required to put in to get good results2. Teams are spread worldwide. You get flexibility but your workday has no set schedule and end - start your day at 5 am and go on till midnight3. A lot of micromanagers around4. Employee with aggression and tendency to yell in meetings move up fast5. Too many processes and everything is focused on revenue. More time is spent on project planning and revenue review than actual execution6. Decent compensation but poor benefits,
22-Sep-17,7,Procurement Clerk,OSHA VPP star rated safety program,lack of support from corporate and site level leaders,
22-Sep-17,7,Business Consultant,Great people and a descent environment. Pay is competitive.,Very resistant to change. Slow moving on a lot of fronts. Lacking good communication between businesses.,
